-4.3298,0.13394,13.862
-4.3272,0.13385,14.521
-4.3269,-0.22037,13.862
-4.3243,-0.22024,14.521
-4.3167,0.13351,13.207
-4.3139,-0.21973,13.207
-4.3125,0.13337,15.291
-4.3096,-0.21952,15.291
-4.3037,0.4873,13.862
-4.3012,0.48701,14.521
-4.295,-0.57326,13.862
-4.2928,0.13273,16.088
-4.2925,-0.57292,14.521
-4.2908,0.48581,13.207
-4.2899,-0.21855,16.088
-4.2866,0.48533,15.291
-4.2835,0.13242,12.547
-4.2821,-0.57155,13.207
-4.2806,-0.2181,12.547
-4.2779,-0.571,15.291
-4.2724,0.13206,16.915
-4.2696,-0.21755,16.915
-4.2669,0.48307,16.088
-4.2583,-0.56843,16.088
-4.2577,0.48201,12.547
-4.25,0.13133,17.763
-4.2491,-0.56721,12.547
-4.2489,0.83725,13.862
-4.2472,-0.21645,17.763
-4.2467,0.48074,16.915
-4.2464,0.83675,14.521
-4.2381,-0.56577,16.915
-4.2361,0.8347,13.207
-4.2345,-0.92236,13.862
-4.232,-0.92182,14.521
-4.232,0.83389,15.291
-4.2285,0.13062,4.4883
-4.228,0.13061,11.876
-4.2257,-0.2154,4.4883
-4.2252,-0.21537,11.876
-4.2244,0.47818,17.763
-4.2238,0.13047,4.7162
-4.2225,0.13043,4.2545
-4.2217,-0.91961,13.207
-4.2209,-0.21516,4.7162
-4.2197,-0.2151,4.2545
-4.2183,0.13029,18.612
-4.2176,-0.91872,15.291
-4.2159,-0.56284,17.763
-4.2155,-0.2149,18.612
-4.2126,0.83004,16.088
-4.2086,0.12997,4.9388
-4.2058,-0.21442,4.9388
-4.2054,0.12987,4.0144
-4.2035,0.82821,12.547
-4.2031,0.47572,4.4883
-4.2026,-0.21426,4.0144
-4.2026,0.47566,11.876
-4.1983,0.47517,4.7162
-4.1983,-0.91455,16.088
-4.1971,0.47503,4.2545
-4.1956,0.12955,19.03
-4.1946,-0.56003,4.4883
-4.1941,-0.55997,11.876
-4.1929,0.47455,18.612
-4.1928,-0.21378,19.03
-4.1926,0.82607,16.915
-4.1899,-0.55941,4.7162
-4.1892,-0.91259,12.547
-4.1886,-0.55924,4.2545
-4.1844,-0.5587,18.612
-4.1833,0.47345,4.9388
-4.1801,0.47308,4.0144
-4.1784,-0.91024,16.915
-4.1773,0.12895,3.7674
-4.1749,-0.55744,4.9388
-4.1745,-0.21288,3.7674
-4.1717,-0.55701,4.0144
-4.1706,0.8217,17.763
-4.1704,0.47196,19.03
-4.1664,0.12859,19.438
-4.1656,1.1817,13.862
-4.1636,-0.21235,19.438
-4.1631,1.181,14.521
-4.162,-0.55574,19.03
-4.1564,-0.90551,17.763
-4.153,1.1782,13.207
-4.1523,0.12813,11.193
-4.1521,0.46986,3.7674
-4.1507,0.12808,5.3726
-4.1495,0.81743,4.4883
-4.1495,-0.21166,11.193
-4.149,0.81738,11.876
-4.149,1.177,15.291
-4.1479,-0.21158,5.3726
-4.1456,-1.2653,13.862
-4.1448,0.8165,4.7162
-4.1437,-0.55334,3.7674
-4.1436,0.81625,4.2545
-4.1431,-1.2646,14.521
-4.1413,0.46862,19.438
-4.1395,0.81551,18.612
-4.1381,0.12766,3.5136
-4.1354,-0.90097,4.4883
-4.1353,-0.21096,3.5136
-4.1349,-0.90087,11.876
-4.1331,-1.2615,13.207
-4.133,-0.55192,19.438
-4.1308,-0.89996,4.7162
-4.13,0.81355,4.9388
-4.13,1.1716,16.088
-4.1295,-0.8997,4.2545
-4.1292,0.12737,19.834
-4.1291,-1.2603,15.291
-4.1273,0.467,11.193
-4.1268,0.81291,4.0144
-4.1264,-0.21052,19.834
-4.1257,0.46682,5.3726
-4.1254,-0.89881,18.612
-4.1211,1.169,12.547
-4.119,-0.55008,11.193
-4.1174,-0.54987,5.3726
-4.1172,0.81109,19.03
-4.116,-0.89677,4.9388
-4.1132,0.46538,3.5136
-4.1128,-0.89609,4.0144
-4.1104,1.166,16.915
-4.1101,-1.2546,16.088
-4.1049,-0.54822,3.5136
-4.1043,0.46436,19.834
-4.1033,-0.89402,19.03
-4.1013,-1.2519,12.547
-4.0992,0.80742,3.7674
-4.096,-0.54706,19.834
-4.0906,-1.2487,16.915
-4.0888,1.1598,17.763
-4.0886,0.80539,19.438
-4.0881,0.12603,3.2527
-4.0853,-0.2085,3.2527
-4.0853,-0.89014,3.7674
-4.0824,0.12584,20.215
-4.0797,-0.20823,20.215
-4.0747,0.8026,11.193
-4.0747,-0.88785,19.438
-4.0731,0.80224,5.3726
-4.0692,-1.2422,17.763
-4.0682,1.1539,4.4883
-4.0677,1.1538,11.876
-4.0652,0.12528,5.8016
-4.0636,1.1526,4.7162
-4.0635,0.45966,3.2527
-4.0632,0.12521,10.502
-4.0625,-0.20738,5.8016
-4.0624,1.1523,4.2545
-4.0609,-0.88487,11.193
-4.0608,0.79978,3.5136
-4.0605,-0.20728,10.502
-4.0593,-0.88453,5.3726
-4.0583,1.1511,18.612
-4.0579,0.45901,20.215
-4.0553,-0.54169,3.2527
-4.0544,1.5182,13.862
-4.052,1.5173,14.521
-4.052,0.79812,19.834
-4.0497,-0.54095,20.215
-4.049,1.1485,4.9388
-4.0486,-1.2359,4.4883
-4.0481,-1.2358,11.876
-4.047,-0.88187,3.5136
-4.0459,1.1476,4.0144
-4.0441,-1.2345,4.7162
-4.0428,-1.2341,4.2545
-4.0422,1.5136,13.207
-4.0407,0.45705,5.8016
-4.0388,-1.2329,18.612
-4.0387,0.45682,10.502
-4.0383,1.5121,15.291
-4.0383,-0.87998,19.834
-4.0365,1.1449,19.03
-4.0326,-0.5387,5.8016
-4.0306,-0.53844,10.502
-4.0296,-1.2301,4.9388
-4.0289,-1.5999,13.862
-4.0273,0.12404,2.9847
-4.0265,-1.599,14.521
-4.0265,-1.2292,4.0144
-4.025,0.12396,20.578
-4.0246,-0.20552,2.9847
-4.0223,-0.20541,20.578
-4.0198,1.5051,16.088
-4.0188,1.1398,3.7674
-4.0171,-1.2264,19.03
-4.0168,-1.5951,13.207
-4.0129,-1.5936,15.291
-4.0117,0.79001,3.2527
-4.0111,1.5019,12.547
-4.0084,1.1369,19.438
-4.0061,0.78901,20.215
-4.0031,0.45271,2.9847
